year,rank,rider_name,country,team,rider_total_time
1973,20,Francisco Galdós,España,Kas–Kaskol,443919.0
1973,21,Bernard Labourdette,Francia,Bic,444623.0
1973,22,Jean-Pierre Danguillaume,Francia,Peugeot–BP–Michelin,444855.0
1973,23,Luis Zubero,España,Kas–Kaskol,445463.0
1973,24,Ronald Dewitte,Bélgica,Flandria–Carpenter–Shimano,445492.0
1973,25,Luis Balagué,España,La Casera–Peña Bahamontes,445545.0
1973,26,René Grelin,Francia,Gan–Mercier–Hutchinson,445567.0
1973,27,Jean-Claude Genty,Francia,Bic,445600.0
1973,28,Roland Berland,Francia,Bic,445661.0
1973,29,Santiago Lazcano,España,Kas–Kaskol,445861.0
1973,30,Pierre Martelozzo,Francia,Peugeot–BP–Michelin,446005.0
1973,31,Alain Santy,Francia,Bic,446093.0
1973,32,Johny Schleck,Luxemburgo,Bic,446380.0
1973,33,José Martins,Portugal,Canada Dry–Gazelle,446410.0
1973,34,Michel Pollentier,Bélgica,Flandria–Carpenter–Shimano,446497.0
1973,35,Raymond Martin,Francia,Gitane–Frigécrème,446504.0
1973,36,Charly Rouxel,Francia,Peugeot–BP–Michelin,447196.0
1973,37,Jurgen Tschan,Alemania,Peugeot–BP–Michelin,447294.0
1973,38,Damaso Torres,España,La Casera–Peña Bahamontes,447297.0
1973,39,Jesus Manzaneque,España,La Casera–Peña Bahamontes,447434.0
1973,40,Antonio Menéndez,España,Kas–Kaskol,447692.0
1973,41,Carlos Melero,España,Kas–Kaskol,447821.0
1973,42,Ferdinand Julien,Francia,Gitane–Frigécrème,448006.0
1973,43,Barry Hoban,Reino Unido,Gan–Mercier–Hutchinson,448114.0
1973,44,Marcel Boishardy,Francia,De Kova–Lejeune,448152.0
1973,45,Herculano Oliveira,Portugal,Canada Dry–Gazelle,448247.0
1973,46,Jean-Pierre Genet,Francia,Gan–Mercier–Hutchinson,448368.0
1973,47,José Antonio González,España,Kas–Kaskol,448421.0
1973,48,Claude Tollet,Francia,Sonolor,448478.0
1973,49,Jean-Claude Largeau,Francia,Gitane–Frigécrème,448496.0
1973,50,José Grande,España,Kas–Kaskol,448514.0
1973,51,Michel Roques,Francia,Sonolor,448575.0
1973,52,Albert Van Vlierberghe,Bélgica,Rokado–De Gribaldy,448716.0
1973,53,Sylvain Vasseur,Francia,Bic,448770.0
1973,54,Jesus Esperanza,España,La Casera–Peña Bahamontes,448823.0
1973,55,Daniel Ducreux,Francia,Flandria–Carpenter–Shimano,448855.0
1973,56,Robert Bouloux,Francia,Peugeot–BP–Michelin,448889.0
1973,57,Michael Wright,Reino Unido,Gitane–Frigécrème,449335.0
1973,58,Christian Blain,Francia,De Kova–Lejeune,449349.0
1973,59,Gerard Vianen,Países Bajos,Gitane–Frigécrème,449395.0
1973,60,Willy Teirlinck,Bélgica,Sonolor,449418.0
1973,61,Gérard Besnard,Francia,Sonolor,449639.0
1973,62,Jean-Jacques Sanquer,Francia,Flandria–Carpenter–Shimano,449679.0
1973,63,Alain Nogues,Francia,Gitane–Frigécrème,449955.0
1973,64,Joaquim Andrade,Portugal,Gitane–Frigécrème,449981.0
1973,65,Walter Godefroot,Bélgica,Flandria–Carpenter–Shimano,450023.0
1973,66,Gustaaf Van Roosbroeck,Bélgica,Rokado–De Gribaldy,450216.0
1973,67,Charly Grosskost,Francia,Gan–Mercier–Hutchinson,450257.0
1973,68,Jacques Esclassan,Francia,Peugeot–BP–Michelin,450457.0
1973,69,André Mollet,Francia,Peugeot–BP–Michelin,450519.0
1973,70,Theo van der Leeuw,Países Bajos,Canada Dry–Gazelle,450552.0
1973,71,Jacques Botherel,Francia,Sonolor,450679.0
1973,72,Marc Demeyer,Bélgica,Flandria–Carpenter–Shimano,450702.0
1973,73,Francis Campaner,Francia,Gitane–Frigécrème,450775.0
1973,74,Wilfried David,Bélgica,Flandria–Carpenter–Shimano,450967.0
1973,75,Jan Krekels,Países Bajos,Canada Dry–Gazelle,451213.0
1973,76,Jacques Mourioux,Francia,Gan–Mercier–Hutchinson,451495.0
1973,77,Guy Santy,Francia,Bic,451613.0
1973,78,Raymond Riotte,Francia,Sonolor,451798.0
1973,79,Gérard Moneyron,Francia,Gan–Mercier–Hutchinson,451854.0
1973,80,Robert Mintkiewicz,Francia,Sonolor,452012.0
1973,81,Alf Gaida,Alemania,Rokado–De Gribaldy,453477.0
1973,82,Régis Delépine,Francia,Gan–Mercier–Hutchinson,452395.0
1973,83,Charles Genthon,Francia,De Kova–Lejeune,454074.0
1973,84,Noël Geneste,Francia,De Kova–Lejeune,456185.0
1973,85,Jean-Claude Baud,Francia,De Kova–Lejeune,457123.0
1973,86,Jean-Claude Blocher,Francia,De Kova–Lejeune,457350.0
1973,87,Jacques Hochart,Francia,De Kova–Lejeune,458203.0
1974,1,Eddy Merckx,Bélgica,Molteni,418618.0
1974,2,Raymond Poulidor,Francia,Gan–Mercier–Hutchinson,419102.0
1974,3,Vicente López Carril,España,Kas–Kaskol,419107.0
1974,4,Wladimiro Panizza,Italia,Brooklyn,419277.0
1974,5,Gonzalo Aja,España,Kas–Kaskol,419302.0
1974,6,Joaquim Agostinho,Portugal,Bic,419482.0
1974,7,Michel Pollentier,Bélgica,Carpenter–Confortluxe–Flandria,419612.0
1974,8,Mariano Martínez,Francia,Sonolor–Gitane,419731.0
1974,9,Alain Santy,Francia,Gan–Mercier–Hutchinson,419813.0
1974,10,Herman Van Springel,Bélgica,MIC–Ludo–de Gribaldy,420069.0
1974,11,Roger Pingeon,Francia,Jobo–Lejeune,420228.0
1974,12,Raymond Delisle,Francia,Peugeot–BP–Michelin,420357.0
1974,13,Jean-Pierre Danguillaume,Francia,Peugeot–BP–Michelin,420401.0
1974,14,Juan Santiago Zurano,España,La Casera–Peña Bahamontes,420438.0
1974,15,André Romero,Francia,Jobo–Lejeune,420513.0
1974,16,Michel Perin,Francia,Gan–Mercier–Hutchinson,420535.0
1974,17,Miguel María Lasa,España,Kas–Kaskol,420593.0
1974,18,Lucien Van Impe,Bélgica,Sonolor–Gitane,420873.0
1974,19,Andrês Oliva,España,La Casera–Peña Bahamontes,420886.0
1974,20,Bernard Labourdette,Francia,Bic,420900.0
1974,21,Joseph Bruyère,Bélgica,Molteni,421109.0
1974,22,Edouard Janssens,Bélgica,Molteni,421288.0
1974,23,Fausto Bertoglio,Italia,Brooklyn,421361.0
1974,24,Willy Van Neste,Bélgica,Sonolor–Gitane,421428.0
1974,25,Ronald De Witte,Bélgica,Carpenter–Confortluxe–Flandria,421448.0
1974,26,Giancarlo Bellini,Italia,Brooklyn,421484.0
1974,27,Fedor Iwan den Hertog,Países Bajos,Frisol–Flair Plastics,421646.0
1974,28,José Catieau,Francia,Bic,421689.0
1974,29,José Pesarrodona,España,Kas–Kaskol,421842.0
1974,30,Georges Pintens,Bélgica,MIC–Ludo–de Gribaldy,422021.0
1974,31,Joël Millard,Francia,Merlin Plage–Shimano–Flandria,422046.0
1974,32,Ferdinand Julien,Francia,Sonolor–Gitane,422224.0
1974,33,Roland Berland,Francia,Bic,422291.0
1974,34,Régis Ovion,Francia,Peugeot–BP–Michelin,422540.0
1974,35,Marc Lievens,Bélgica,Molteni,422774.0
1974,36,Victor Van Schil,Bélgica,Molteni,422975.0
1974,37,Barry Hoban,Reino Unido,Gan–Mercier–Hutchinson,423009.0
1974,38,Gerrie Knetemann,Países Bajos,Gan–Mercier–Hutchinson,423073.0
1974,39,Francis Campaner,Francia,Jobo–Lejeune,423197.0
1974,40,Antonio Martos,España,Kas–Kaskol,423300.0
1974,41,Marc Demeyer,Bélgica,Carpenter–Confortluxe–Flandria,423326.0
1974,42,Luis Zubero,España,Kas–Kaskol,423370.0
1974,43,Arturo Pecchielan,Italia,Brooklyn,423373.0
1974,44,Domingo Perurena,España,Kas–Kaskol,423376.0
1974,45,Jos Deschoenmaecker,Bélgica,Molteni,423394.0
1974,46,Jesús Manzaneque,España,La Casera–Peña Bahamontes,423412.0
1974,47,Jean-Claude Misac,Francia,Merlin Plage–Shimano–Flandria,423624.0
1974,48,Christian Blain,Francia,Jobo–Lejeune,423650.0
1974,49,Carlos Melero,España,Kas–Kaskol,423735.0
1974,50,Joseph Spruyt,Bélgica,Molteni,423759.0
1974,51,Sylvain Vasseur,Francia,Bic,423815.0
1974,52,Bernard Bourreau,Francia,Peugeot–BP–Michelin,423845.0
1974,53,Jan Van De Wiele,Bélgica,MIC–Ludo–de Gribaldy,423923.0
1974,54,Antonio Menéndez,España,Kas–Kaskol,424061.0
1974,55,André Dierickx,Bélgica,Merlin Plage–Shimano–Flandria,424156.0
1974,56,Gerard Vianen,Países Bajos,Gan–Mercier–Hutchinson,424405.0
1974,57,Michael Wright,Reino Unido,Sonolor–Gitane,424509.0
1974,58,Ludo Delcroix,Bélgica,Molteni,424511.0
1974,59,André Mollet,Francia,Peugeot–BP–Michelin,424538.0
1974,60,José Luis Abilleira,España,La Casera–Peña Bahamontes,424570.0
1974,61,Gerben Karstens,Países Bajos,Bic,424577.0
1974,62,Dámaso Torres,España,La Casera–Peña Bahamontes,424629.0
1974,63,Gustaaf Van Roosbroeck,Bélgica,MIC–Ludo–de Gribaldy,424689.0
1974,64,Alain Nogues,Francia,Sonolor–Gitane,424755.0
1974,65,Willy Teirlinck,Bélgica,Sonolor–Gitane,425049.0
1974,66,Jos Huysmans,Bélgica,Molteni,425158.0
1974,67,Jean-Pierre Genet,Francia,Gan–Mercier–Hutchinson,425160.0
1974,68,Jean-Jacques Sanquer,Francia,Merlin Plage–Shimano–Flandria,425247.0
1974,69,Valerio Lualdi,Italia,Brooklyn,425300.0
1974,70,Noël Vanclooster,Bélgica,MIC–Ludo–de Gribaldy,425302.0
1974,71,Guy Sibille,Francia,Peugeot–BP–Michelin,425382.0
1974,72,Gérard Moneyron,Francia,Merlin Plage–Shimano–Flandria,425450.0
1974,73,Wilfried Wesemael,Bélgica,MIC–Ludo–de Gribaldy,425467.0
1974,74,Charles Rouxel,Francia,Peugeot–BP–Michelin,425480.0
1974,75,Jacques Esclassan,Francia,Peugeot–BP–Michelin,425625.0
1974,76,Christian Raymond,Francia,Gan–Mercier–Hutchinson,425674.0
1974,77,Daniel Rébillard,Francia,Merlin Plage–Shimano–Flandria,425701.0
1974,78,Wim Prinsen,Países Bajos,Frisol–Flair Plastics,425748.0
1974,79,Raymond Riotte,Francia,Peugeot–BP–Michelin,425809.0
1974,80,Jack Mourioux,Francia,Gan–Mercier–Hutchinson,425824.0
1974,81,Alain Vasseur,Francia,Bic,425906.0
1974,82,Claude Magni,Francia,Jobo–Lejeune,426181.0
1974,83,Frans Mintjens,Bélgica,Molteni,426221.0
1974,84,Henk Prinsen,Países Bajos,Frisol–Flair Plastics,426427.0
1974,85,Jean-Pierre Guillemot,Francia,Jobo–Lejeune,426550.0
1974,86,Jacques Botherel,Francia,Sonolor–Gitane,426575.0
1974,87,Robert Mintkiewicz,Francia,Sonolor–Gitane,426783.0
1974,88,Ronny Vanmarcke,Bélgica,MIC–Ludo–de Gribaldy,426872.0
1974,89,Patrick Sercu,Bélgica,Brooklyn,426956.0
1974,90,Daniel Ducreux,Francia,Jobo–Lejeune,426978.0
1974,91,Gianni Di Lorenzo,Italia,Brooklyn,427070.0
1974,92,Bernard Croyet,Francia,Bic,427255.0
1974,93,Dirk Baert,Bélgica,MIC–Ludo–de Gribaldy,427303.0
1974,94,Fernando Plaza,España,La Casera–Peña Bahamontes,427517.0
1974,95,Michel Coroller,Francia,Merlin Plage–Shimano–Flandria,428037.0
1974,96,Arthur Van de Vyver,Bélgica,Carpenter–Confortluxe–Flandria,428140.0
1974,97,Aldo Parecchini,Italia,Brooklyn,428289.0
1974,98,Alain Cigana,Francia,Jobo–Lejeune,428362.0
1974,99,Frans Van Looy,Bélgica,Carpenter–Confortluxe–Flandria,428581.0
1974,100,Daniel Verplancke,Bélgica,Carpenter–Confortluxe–Flandria,428616.0
1974,101,Régis Delépine,Francia,Merlin Plage–Shimano–Flandria,429160.0
1974,102,Piet van Katwijk,Países Bajos,Frisol–Flair Plastics,429337.0
1974,103,Donald John Allan,Australia,Frisol–Flair Plastics,429831.0
1974,104,Bernard Masson,Francia,Jobo–Lejeune,430434.0
1974,105,Lorenzo Alaimo,Italia,Frisol–Flair Plastics,432764.0
1975,1,Bernard Thévenet,Francia,Peugeot–BP–Michelin,412531.0
1975,2,Eddy Merckx,Bélgica,Molteni–RYC,412698.0
1975,3,Lucien Van Impe,Bélgica,Gitane–Campagnolo,412832.0
1975,4,Joop Zoetemelk,Países Bajos,Gan–Mercier–Hutchinson,412933.0
1975,5,Vicente López Carril,España,Kas–Kaskol,413700.0
1975,6,Felice Gimondi,Italia,Bianchi–Campagnolo,413916.0
1975,7,Francesco Moser,Italia,Filotex,413984.0
1975,8,Josef Fuchs,Suiza,Filotex,414082.0
1975,9,Edouard Janssens,Bélgica,Molteni–RYC,414452.0
1975,10,Pedro Torres,España,Super Ser,414667.0
1975,11,Hennie Kuiper,Países Bajos,Frisol–G.B.C.,414976.0
1975,12,André Romero,Francia,Jobo–Wolber–Sablière,415195.0
1975,13,Georges Talbourdet,Francia,Gan–Mercier–Hutchinson,415220.0
1975,14,Mariano Martínez,Francia,Gitane–Campagnolo,415272.0
1975,15,Joaquim Agostinho,Portugal,Sporting–Sottomayor,415577.0
1975,16,Raymond Delisle,Francia,Peugeot–BP–Michelin,415852.0
1975,17,Jos Deschoenmaecker,Bélgica,Molteni–RYC,415855.0
1975,18,Fedor Iwan den Hertog,Países Bajos,Frisol–G.B.C.,415936.0
1975,19,Raymond Poulidor,Francia,Gan–Mercier–Hutchinson,416068.0
1975,20,Ferdinand Julien,Francia,Sporting–Sottomayor,416458.0
1975,21,Yves Hézard,Francia,Gan–Mercier–Hutchinson,416485.0
1975,22,Roberto Poggiali,Italia,Filotex,416493.0
1975,23,Michel Pollentier,Bélgica,Carpenter–Confortluxe–Flandria,417054.0
1975,24,Tony Houbrechts,Bélgica,Bianchi–Campagnolo,417325.0
1975,25,José-Luis Viejo,España,Super Ser,417480.0
1975,26,Luis Balagué,España,Super Ser,417538.0
1975,27,Martín Emilio Rodríguez,Colombia,Bianchi–Campagnolo,417567.0
1975,28,Régis Ovion,Francia,Peugeot–BP–Michelin,417894.0
1975,29,Carlos Melero,España,Kas–Kaskol,417894.0
1975,30,Raymond Martin,Francia,Gitane–Campagnolo,418177.0
1975,31,Herman Van Springel,Bélgica,Carpenter–Confortluxe–Flandria,418403.0
1975,32,Albert Van Vlierberghe,Bélgica,Miko–de Gribaldy,418585.0
1975,33,Fabrizio Fabbri,Italia,Bianchi–Campagnolo,418613.0
1975,34,José Pesarrodona,España,Kas–Kaskol,418657.0
1975,35,Simone Fraccaro,Italia,Bianchi–Campagnolo,418660.0
1975,36,José Casas,España,Super Ser,418733.0
1975,37,Ronald De Witte,Bélgica,Carpenter–Confortluxe–Flandria,418902.0
1975,38,Joël Millard,Francia,Jobo–Wolber–Sablière,418952.0
1975,39,Renato Marchetti,Italia,Filotex,419463.0
1975,40,Bernard Bourreau,Francia,Peugeot–BP–Michelin,419570.0
1975,41,Hubert Mathis,Francia,Miko–de Gribaldy,419663.0
1975,42,Marc Demeyer,Bélgica,Carpenter–Confortluxe–Flandria,419770.0
1975,43,Sigfrido Fontanelli,Italia,Filotex,419924.0
1975,44,Sylvain Vasseur,Francia,Super Ser,419997.0
1975,45,Willy Teirlinck,Bélgica,Gitane–Campagnolo,420068.0
1975,46,Giacinto Santambrogio,Italia,Bianchi–Campagnolo,420076.0
1975,47,Ole Ritter,Dinamarca,Filotex,420089.0
1975,48,Giovanni Cavalcanti,Italia,Bianchi–Campagnolo,420150.0
1975,49,Francis Campaner,Francia,Sporting–Sottomayor,420253.0
1975,50,Gerben Karstens,Países Bajos,Gitane–Campagnolo,420318.0
1975,51,Walter Godefroot,Bélgica,Carpenter–Confortluxe–Flandria,420656.0
1975,52,Charles Rouxel,Francia,Peugeot–BP–Michelin,420657.0
1975,53,Robert Mintkiewicz,Francia,Gitane–Campagnolo,420687.0
1975,54,Mauro Simonetti,Italia,Filotex,420706.0
1975,55,Guy Leleu,Francia,Gitane–Campagnolo,420826.0
1975,56,Frans Mintjens,Bélgica,Molteni–RYC,420872.0
1975,57,Ludo Delcroix,Bélgica,Molteni–RYC,420873.0
1975,58,José Grande,España,Kas–Kaskol,420956.0
1975,59,Jos Huysmans,Bélgica,Molteni–RYC,420957.0
1975,60,Karel Rottiers,Bélgica,Molteni–RYC,421028.0
1975,61,Fernando Ferreira,Portugal,Sporting–Sottomayor,421343.0
1975,62,Marc Lievens,Bélgica,Molteni–RYC,421356.0
1975,63,Gerrie Knetemann,Países Bajos,Gan–Mercier–Hutchinson,421459.0
1975,64,Richard Pianaro,Francia,Jobo–Wolber–Sablière,421472.0
1975,65,Jean-Claude Misac,Francia,Gan–Mercier–Hutchinson,421525.0
1975,66,Gerard Vianen,Países Bajos,Gan–Mercier–Hutchinson,421707.0
1975,67,José De Cauwer,Bélgica,Frisol–G.B.C.,421848.0
1975,68,Barry Hoban,Reino Unido,Gan–Mercier–Hutchinson,422208.0
1975,69,Andre Doyen,Bélgica,Miko–de Gribaldy,422346.0
1975,70,René Dillen,Bélgica,Gitane–Campagnolo,422420.0
1975,71,Roger Legeay,Francia,Jobo–Wolber–Sablière,422420.0
1975,72,Maurice Le Guilloux,Francia,Gitane–Campagnolo,422539.0
1975,73,Joel Hauvieux,Francia,Jobo–Wolber–Sablière,422577.0
1975,74,Claude Magni,Francia,Jobo–Wolber–Sablière,422601.0
1975,75,Frans Van Vlierberghe,Bélgica,Miko–de Gribaldy,422706.0
1975,76,Serge Parsani,Italia,Bianchi–Campagnolo,422817.0
1975,77,Régis Delépine,Francia,Carpenter–Confortluxe–Flandria,422976.0
1975,78,Patrick Béon,Francia,Peugeot–BP–Michelin,423004.0
1975,79,Rik Van Linden,Bélgica,Bianchi–Campagnolo,423087.0
1975,80,Gérard Moneyron,Francia,Carpenter–Confortluxe–Flandria,423254.0
1975,81,Luigi Castelletti,Italia,Bianchi–Campagnolo,423340.0
1975,82,Henk Prinsen,Países Bajos,Frisol–G.B.C.,423618.0
1975,83,José Manuel Amaro,Portugal,Sporting–Sottomayor,423944.0
1975,84,Gerard Kamper,Países Bajos,Frisol–G.B.C.,424350.0
1975,85,Donald John Allan,Australia,Frisol–G.B.C.,424807.0
1975,86,Jacques Boulas,Francia,Jobo–Wolber–Sablière,425212.0
1976,1,Lucien Van Impe,Bélgica,Gitane–Campagnolo,418943.0
1976,2,Joop Zoetemelk,Países Bajos,Gan–Mercier–Hutchinson,419197.0
1976,3,Raymond Poulidor,Francia,Gan–Mercier–Hutchinson,419671.0
1976,4,Raymond Delisle,Francia,Peugeot–Esso–Michelin,419680.0
1976,5,Walter Riccomi,Italia,Scic–Fiat,419702.0
1976,6,Francisco Galdós,España,Kas–Campagnolo,419833.0
1976,7,Michel Pollentier,Bélgica,Flandria–Velda–West Vlaams Vleesbedrijf,419842.0
1976,8,Freddy Maertens,Bélgica,Flandria–Velda–West Vlaams Vleesbedrijf,419912.0
1976,9,Fausto Bertoglio,Italia,Jollj Ceramica–Decor,419939.0
1976,10,Vicente López Carril,España,Kas–Campagnolo,420111.0
1976,11,José Pesarrodona,España,Kas–Campagnolo,420217.0
1976,12,José Martíns,Portugal,Kas–Campagnolo,420248.0
1976,13,Wladimiro Panizza,Italia,Scic–Fiat,420271.0
1976,14,Luis Ocaña,España,Super Ser,420451.0
1976,15,Raymond Martin,Francia,Gitane–Campagnolo,420478.0
1976,16,Giancarlo Bellini,Italia,Brooklyn,420546.0
1976,17,Pedro Torres,España,Super Ser,420907.0
1976,18,Ronald De Witte,Bélgica,Brooklyn,421004.0
1976,19,Ferdinand Julien,Francia,Lejeune–BP,421132.0
1976,20,Robert Bouloux,Francia,Jobo–Spidel–Wolber–La France,421337.0
1976,21,Georges Talbourdet,Francia,Gan–Mercier–Hutchinson,421438.0
1976,22,Jean-Pierre Danguillaume,Francia,Peugeot–Esso–Michelin,421445.0
1976,23,Enrique Martinez,España,Kas–Campagnolo,421633.0
1976,24,Alain Meslet,Francia,Gitane–Campagnolo,421723.0
1976,25,Antonio Martos,España,Kas–Campagnolo,421805.0
1976,26,Bert Pronk,Países Bajos,TI–Raleigh–Campagnolo,421862.0
1976,27,Antonio Menéndez,España,Kas–Campagnolo,421896.0
1976,28,Régis Ovion,Francia,Peugeot–Esso–Michelin,422099.0
1976,29,Christian Seznec,Francia,Gan–Mercier–Hutchinson,422175.0
1976,30,Bernard Bourreau,Francia,Peugeot–Esso–Michelin,422236.0
1976,31,José Viejo,España,Super Ser,422259.0
1976,32,Donato Giuliani,Italia,Jollj Ceramica–Decor,422463.0
1976,33,Hubert Mathis,Francia,Miko–de Gribaldy–Superia,422546.0
1976,34,Miguel María Lasa,España,Scic–Fiat,422592.0
1976,35,Roger Legeay,Francia,Lejeune–BP,422662.0
1976,36,Attilio Rota,Italia,Scic–Fiat,422734.0
1976,37,Luciano Conati,Italia,Scic–Fiat,422831.0
1976,38,Marcello Bergamo,Italia,Jollj Ceramica–Decor,422833.0
1976,39,André Romero,Francia,Jobo–Spidel–Wolber–La France,423000.0
1976,40,Michel Perin,Francia,Gan–Mercier–Hutchinson,423053.0
1976,41,Bernard Labourdette,Francia,Jobo–Spidel–Wolber–La France,423269.0
1976,42,Mariano Martínez,Francia,Lejeune–BP,424077.0
1976,43,Jean-Pierre Genet,Francia,Gan–Mercier–Hutchinson,424142.0
1976,44,Arnaldo Caverzasi,Italia,Scic–Fiat,424196.0
1976,45,Yves Hézard,Francia,Gan–Mercier–Hutchinson,424317.0
1976,46,Michel Le Denmat,Francia,Lejeune–BP,424328.0
1976,47,Guy Sibille,Francia,Peugeot–Esso–Michelin,424430.0
1976,48,Maurice Le Guilloux,Francia,Gan–Mercier–Hutchinson,424546.0
1976,49,Robert Mintkiewicz,Francia,Gitane–Campagnolo,424594.0
1976,50,Enrico Paolini,Italia,Scic–Fiat,424777.0
1976,51,Ivan Schmid,Suiza,Flandria–Velda–West Vlaams Vleesbedrijf,424995.0
1976,52,Carlos Melero,España,Kas–Campagnolo,425322.0
1976,53,Hubert Arbès,Francia,Gitane–Campagnolo,425361.0
1976,54,Herman Van der Slagmolen,Bélgica,Brooklyn,425711.0
1976,55,Celestino Vercelli,Italia,Scic–Fiat,425919.0
1976,56,Marc Demeyer,Bélgica,Flandria–Velda–West Vlaams Vleesbedrijf,426076.0
1976,57,Albert Van Vlierberghe,Bélgica,Flandria–Velda–West Vlaams Vleesbedrijf,426101.0
1976,58,Charles Rouxel,Francia,Peugeot–Esso–Michelin,426109.0
1976,59,Alessio Antonini,Italia,Jollj Ceramica–Decor,426125.0
1976,60,Sylvain Vasseur,Francia,Gitane–Campagnolo,426250.0
1976,61,Patrick Béon,Francia,Peugeot–Esso–Michelin,426379.0
1976,62,Herman Beysens,Bélgica,Flandria–Velda–West Vlaams Vleesbedrijf,426447.0
1976,63,Pierino Gavazzi,Italia,Jollj Ceramica–Decor,426448.0
1976,64,Knut Knudsen,Noruega,Jollj Ceramica–Decor,426476.0
1976,65,André Chalmel,Francia,Gitane–Campagnolo,426672.0
1976,66,Marcello Osler,Italia,Brooklyn,426736.0
1976,67,Willy Teirlinck,Bélgica,Gitane–Campagnolo,426900.0
1976,68,Santiago Lazcano,España,Super Ser,426947.0
1976,69,Paul Wellens,Bélgica,Miko–de Gribaldy–Superia,426994.0
1976,70,Joel Hauvieux,Francia,Lejeune–BP,427008.0
1976,71,Domingo Perurena,España,Kas–Campagnolo,427026.0
1976,72,Roland Berland,Francia,Super Ser,427033.0
1976,73,Régis Delépine,Francia,Gan–Mercier–Hutchinson,427065.0
1976,74,René Dillen,Bélgica,Gitane–Campagnolo,427116.0
1976,75,Guy Maingon,Francia,Jobo–Spidel–Wolber–La France,427191.0
1976,76,Gerard Vianen,Países Bajos,Gan–Mercier–Hutchinson,427365.0
1976,77,Ferdinand Bracke,Bélgica,Lejeune–BP,427427.0
1976,78,Adriano Passuello,Italia,Brooklyn,427869.0
1976,79,José De Cauwer,Bélgica,TI–Raleigh–Campagnolo,427935.0
1976,80,Jacques Esclassan,Francia,Peugeot–Esso–Michelin,427956.0
1976,81,Roland Smet,Francia,Lejeune–BP,428012.0
1976,82,Roger Loysch,Bélgica,Miko–de Gribaldy–Superia,428088.0
1976,83,Jan Raas,Países Bajos,TI–Raleigh–Campagnolo,428524.0
1976,84,Gerben Karstens,Países Bajos,TI–Raleigh–Campagnolo,428810.0
1976,85,Eric Lalouette,Francia,Lejeune–BP,429146.0
1976,86,José Luis Uribezubia,España,Super Ser,430348.0
1976,87,Aad van den Hoek,Países Bajos,TI–Raleigh–Campagnolo,430517.0
